﻿Stedtype;StedID;Stedtekst;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Undersøgelsesmetode;Undersøgelsesniveau;Søtype/Sønaturtype;Teknisk anvisning;Dataejer;Link;Dybdeområde;Areal af dybdeområde (m2);Taxonkode;Artkode;Art latin;Art;RPA %;Kvalitetsmærke
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;301 - 350cm;5502;2900500030840;6475;Potamogeton berchtoldii;Liden vandaks;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;351 - 400cm;150;2900650030031;6514;Zannichellia palustris var. palustris;Krybende vandkrans;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;201 - 250cm;29351;1601010100800;84;Chara globularis;Skør kransnål;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;101 - 150cm;1007500;1601010100100;78;Chara aspera;Ru kransnål;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;301 - 350cm;5502;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;251 - 300cm;12847;1601010100800;84;Chara globularis;Skør kransnål;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;151 - 200cm;108308;2705700030031;8431;Hippuris vulgaris f. submersum;Hestehale/Vandspir, submers;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;101 - 150cm;1007500;1601010100800;84;Chara globularis;Skør kransnål;2,331501831501831;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;351 - 400cm;150;2900700030030;6518;Najas marina;Stor najade;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;151 - 200cm;108308;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;19,6875;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;151 - 200cm;108308;2900500030810;6473;Potamogeton pusillus;Spinkel vandaks;4,291666666666667;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;251 - 300cm;12847;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;151 - 200cm;108308;2900700030030;6518;Najas marina;Stor najade;14,425925925925926;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;14-07-2016;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9564b861-2d9a-4b77-8c33-c5d69f7d6df9;201 - 250cm;29351;2503550030060;2395;Ceratophyllum submersum;Tornløs hornblad;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;151 - 200cm;108308;2900650030031;6514;Zannichellia palustris var. palustris;Krybende vandkrans;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;201 - 250cm;29351;1601010500100;112;Nitellopsis obtusa;Stjernetråd;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;301 - 350cm;5502;2502600460050;2327;Ranunculus peltatus subsp. peltatus;Storblomstret vandranunkel;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;101 - 150cm;1007500;2900500030810;6473;Potamogeton pusillus;Spinkel vandaks;3,6538461538461546;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;351 - 400cm;150;2502600460050;2327;Ranunculus peltatus subsp. peltatus;Storblomstret vandranunkel;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;151 - 200cm;108308;2503550030030;2394;Ceratophyllum demersum;Tornfrøet hornblad;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;251 - 300cm;12847;2900700030030;6518;Najas marina;Stor najade;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;251 - 300cm;12847;2705700030031;8431;Hippuris vulgaris f. submersum;Hestehale/Vandspir, submers;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;101 - 150cm;1007500;2900500030810;6473;Potamogeton pusillus;Spinkel vandaks;0,14444444444444446;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;14-07-2016;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9564b861-2d9a-4b77-8c33-c5d69f7d6df9;301 - 350cm;5502;1601010100000;77;Chara;Kransnålealgeslægten;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;251 - 300cm;12847;2900500030840;6475;Potamogeton berchtoldii;Liden vandaks;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;201 - 250cm;29351;2503550030060;2395;Ceratophyllum submersum;Tornløs hornblad;2,1875;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;14-07-2016;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9564b861-2d9a-4b77-8c33-c5d69f7d6df9;0 - 100cm;976915;2900500030810;6473;Potamogeton pusillus;Spinkel vandaks;0,12500000000000003;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;14-07-2016;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9564b861-2d9a-4b77-8c33-c5d69f7d6df9;301 - 350cm;5502;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;101 - 150cm;1007500;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;10,102793040293038;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;201 - 250cm;29351;2900650030031;6514;Zannichellia palustris var. palustris;Krybende vandkrans;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;301 - 350cm;5502;1601010500100;112;Nitellopsis obtusa;Stjernetråd;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;251 - 300cm;12847;2502600460050;2327;Ranunculus peltatus subsp. peltatus;Storblomstret vandranunkel;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;351 - 400cm;150;2900650030031;6514;Zannichellia palustris var. palustris;Krybende vandkrans;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;151 - 200cm;108308;1601010100800;84;Chara globularis;Skør kransnål;0,10416666666666667;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;301 - 350cm;5502;1601010500100;112;Nitellopsis obtusa;Stjernetråd;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;0 - 100cm;976915;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;13,990995115995114;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;101 - 150cm;1007500;1601010500100;112;Nitellopsis obtusa;Stjernetråd;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;251 - 300cm;12847;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;151 - 200cm;108308;2900500030810;6473;Potamogeton pusillus;Spinkel vandaks;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;301 - 350cm;5502;1601010100100;78;Chara aspera;Ru kransnål;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;351 - 400cm;150;1601010100100;78;Chara aspera;Ru kransnål;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;251 - 300cm;12847;1601010100100;78;Chara aspera;Ru kransnål;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;351 - 400cm;150;2900650030031;6514;Zannichellia palustris var. palustris;Krybende vandkrans;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;201 - 250cm;29351;2502600460050;2327;Ranunculus peltatus subsp. peltatus;Storblomstret vandranunkel;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;151 - 200cm;108308;2503550030030;2394;Ceratophyllum demersum;Tornfrøet hornblad;9,277777777777779;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;201 - 250cm;29351;2900650030031;6514;Zannichellia palustris var. palustris;Krybende vandkrans;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;301 - 350cm;5502;1601010100800;84;Chara globularis;Skør kransnål;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;301 - 350cm;5502;2900500030810;6473;Potamogeton pusillus;Spinkel vandaks;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;151 - 200cm;108308;2900650030030;6513;Zannichellia palustris;Vandkrans;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;351 - 400cm;150;2900700030030;6518;Najas marina;Stor najade;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;301 - 350cm;5502;2015010100100;947;Fontinalis antipyretica;Almindelig kildemos;0;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;151 - 200cm;108308;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;16,703703703703702;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;101 - 150cm;1007500;2900700030030;6518;Najas marina;Stor najade;46,221153846153854;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;17-08-2004;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c14cfcae-3e38-4458-8605-c8f50bc49607;0 - 100cm;976915;2503550030060;2395;Ceratophyllum submersum;Tornløs hornblad;0,11666666666666668;3
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;351 - 400cm;150;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;251 - 300cm;12847;1601010101303;95;Chara vulgaris var. contraria;Buttornet kransnål;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;14-07-2016;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9564b861-2d9a-4b77-8c33-c5d69f7d6df9;351 - 400cm;150;2900700030030;6518;Najas marina;Stor najade;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;251 - 300cm;12847;2900650030030;6513;Zannichellia palustris;Vandkrans;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;18-07-2022;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3140 - Kransnålalgesø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ef673f4-bd25-4dee-8d87-7ef9baca1e53;351 - 400cm;150;2900500030840;6475;Potamogeton berchtoldii;Liden vandaks;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;101 - 150cm;1007500;1601010101300;92;Chara vulgaris;Almindelig kransnål;0,5095238095238095;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;14-07-2016;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;3100 - Andet;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9564b861-2d9a-4b77-8c33-c5d69f7d6df9;351 - 400cm;150;1601010100000;77;Chara;Kransnålealgeslægten;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;10-07-2007;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7ba65e16-05be-4964-9c02-789c95418726;351 - 400cm;150;2900650030030;6513;Zannichellia palustris;Vandkrans;0;2
Station;64000032;Røgbølle Sø – Hele søen;32;666003;6065651;Guldborgsund;Region Sjælland;Sø;Røgbøllesø;05-07-2010;1;Vegetation, Sø;Transekt/punktundersøgelse;Ekstensiv;0 - Ikke oplyst;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/c5eb5e88-654c-4758-925b-df54851c47e1;201 - 250cm;29351;2900500030840;6475;Potamogeton berchtoldii;Liden vandaks;0;2
